PDB_Name,PDB_ID,Max_PDB_TM
length_110_5_35.pdb,6cw0.cif.gz_B,0.931
length_455_7_81.pdb,4clm.cif.gz_A,0.727
length_360_2_91.pdb,6e9r.cif.gz_B,0.7483
length_340_5_79.pdb,7dgu.cif.gz_A,0.5804
length_455_1_35.pdb,2m0m.cif.gz_MODEL_1_A,0.4705
length_295_9_3.pdb,2b49.cif.gz_A,0.749
length_185_3_22.pdb,7ji4.cif.gz_A,0.7004
length_460_2_59.pdb,1pv3.cif.gz_MODEL_4_A,0.6913
length_215_1_97.pdb,7b0u.cif.gz_F,0.6951
length_205_5_37.pdb,6wyo.cif.gz_B,0.6392
length_265_3_64.pdb,4q66.cif.gz_F,0.6378
length_185_2_19.pdb,2r32.cif.gz_A,0.6895
length_190_0_83.pdb,7zq0.cif.gz_A,0.7915
length_130_5_52.pdb,4tt6.cif.gz_A,0.9907
length_235_7_43.pdb,3lyu.cif.gz_A,0.7203
length_405_8_75.pdb,3qua.cif.gz_B,0.6928
length_355_6_20.pdb,7kx6.cif.gz_A,0.8737
length_350_9_67.pdb,3mvm.cif.gz_B,0.9424
length_200_8_26.pdb,4jre.cif.gz_D,0.7154
length_145_5_79.pdb,6zvr.cif.gz_B,0.7996
length_370_1_13.pdb,7uek.cif.gz_A,0.7377
length_145_9_70.pdb,5b85.cif.gz_A,0.9113
length_210_0_25.pdb,4uc3.cif.gz_A,0.4982
length_240_0_84.pdb,8dml.cif.gz_C,0.6582
length_200_0_56.pdb,7mmg.cif.gz_A,0.6168
length_210_7_36.pdb,2wdv.cif.gz_C,0.6359
length_340_6_22.pdb,1so5.cif.gz_A,0.71
length_175_2_48.pdb,4ycs.cif.gz_E,0.7001
length_500_5_40.pdb,7jvr.cif.gz_R,0.5587
length_475_9_70.pdb,6xns.cif.gz_D,0.6071
length_165_5_82.pdb,7pqa.cif.gz_BBB,0.5715
length_245_7_28.pdb,7uek.cif.gz_A,0.7709
length_285_6_51.pdb,2v1y.cif.gz_B,0.6887
length_205_2_23.pdb,8acq.cif.gz_A,0.479
length_425_8_6.pdb,6b4c.cif.gz_J,0.638
length_200_7_73.pdb,8t8b.cif.gz_2y,0.5706
length_310_6_18.pdb,5cdy.cif.gz_A,0.6461
length_425_5_43.pdb,1kjn.cif.gz_B,0.6305
length_500_7_43.pdb,3k6b.cif.gz_A,0.6391
length_155_4_36.pdb,6j9e.cif.gz_J,0.6224
length_420_0_41.pdb,5m42.cif.gz_A,0.6907
length_485_9_17.pdb,6e9x.cif.gz_C,0.6289
length_220_8_1.pdb,8fin.cif.gz_B,0.7095
length_280_0_93.pdb,7mnd.cif.gz_A,0.8739
length_265_1_11.pdb,7b03.cif.gz_A,0.8448
length_280_8_38.pdb,6s73.cif.gz_C,0.8679
length_105_2_55.pdb,3obf.cif.gz_B,0.5305
length_460_5_100.pdb,7rnf.cif.gz_A,0.5925
length_425_7_52.pdb,7xgf.cif.gz_D,0.5534
length_440_9_63.pdb,3zx6.cif.gz_A,0.7885
length_120_0_47.pdb,5noc.cif.gz_MODEL_11_B,0.6405
length_495_0_97.pdb,5k7v.cif.gz_A,0.54
length_425_2_73.pdb,1ho1.cif.gz_D,0.7407
length_360_4_54.pdb,1xbz.cif.gz_A,0.7492
length_175_7_84.pdb,1h9c.cif.gz_MODEL_3_A,0.6737
length_295_8_2.pdb,2iw8.cif.gz_C,0.9006
length_310_8_52.pdb,6wvs.cif.gz_A,0.8381
length_105_1_38.pdb,7vwt.cif.gz_A,0.5639
length_485_8_39.pdb,1zit.cif.gz_MODEL_20_A,0.5954
length_300_7_100.pdb,4xs5.cif.gz_D,0.6316
length_320_4_86.pdb,6x8n.cif.gz_B,0.7396
length_270_1_88.pdb,7b0u.cif.gz_F,0.7196
length_140_6_13.pdb,3cwz.cif.gz_B,0.5025
length_235_8_51.pdb,6e9x.cif.gz_C,0.7671
length_210_5_1.pdb,2l6j.cif.gz_MODEL_3_A,0.7505
length_310_3_79.pdb,3gxh.cif.gz_B,0.6689
length_110_2_61.pdb,6mg6.cif.gz_C,0.7117
length_345_1_36.pdb,7ung.cif.gz_B6,0.7167
length_185_1_3.pdb,2qn6.cif.gz_B,0.5915
length_370_4_9.pdb,2wjz.cif.gz_E,0.7019
length_340_0_59.pdb,7m5t.cif.gz_MODEL_5_A,0.7183
length_390_6_40.pdb,2ysw.cif.gz_A,0.6889
length_270_9_14.pdb,1mvl.cif.gz_A,0.6853
length_150_3_52.pdb,4wxa.cif.gz_C,0.7263
length_390_3_99.pdb,5los.cif.gz_A,0.6219
length_250_3_64.pdb,3qh2.cif.gz_A,0.7429
length_360_3_53.pdb,4rw0.cif.gz_B,0.6104
length_500_8_45.pdb,2o2g.cif.gz_A,0.5802
length_355_9_42.pdb,4aln.cif.gz_A,0.6187
length_395_8_91.pdb,2rbg.cif.gz_B,0.6227
length_180_8_9.pdb,5fq7.cif.gz_H,0.4803
length_270_8_85.pdb,4dzr.cif.gz_A,0.6553
length_175_6_30.pdb,1rlb.cif.gz_F,0.922
length_205_7_35.pdb,6vgb.cif.gz_MODEL_15_A,0.8071
length_335_3_5.pdb,3c5w.cif.gz_A,0.74
length_315_5_99.pdb,5cwj.cif.gz_A,0.7458
length_335_4_90.pdb,6jhk.cif.gz_E,0.6515
length_225_6_91.pdb,3qwe.cif.gz_A,0.6823
length_100_2_46.pdb,3k2j.cif.gz_B,0.8747
length_420_7_41.pdb,3kip.cif.gz_I,0.7192
length_250_1_72.pdb,1los.cif.gz_C,0.5933
length_440_0_84.pdb,7wkq.cif.gz_B,0.638
length_470_6_12.pdb,5j5k.cif.gz_A,0.6812
length_160_1_1.pdb,8et8.cif.gz_A,0.5928
length_400_7_74.pdb,2kzh.cif.gz_MODEL_17_A,0.6747
length_230_7_21.pdb,6gaq.cif.gz_B,0.5939
length_400_6_7.pdb,7sqc.cif.gz_1W,0.6855
length_225_0_37.pdb,3lrx.cif.gz_A,0.7564
length_215_5_61.pdb,3aqf.cif.gz_A,0.6667
length_290_3_5.pdb,6cpe.cif.gz_A,0.9191
length_255_9_42.pdb,6dex.cif.gz_A,0.7042
length_325_3_3.pdb,1x04.cif.gz_A,0.6845
length_195_0_2.pdb,7aht.cif.gz_A,0.7186
length_425_0_40.pdb,6e9r.cif.gz_B,0.7761
length_150_1_43.pdb,7wa9.cif.gz_A,0.7243
length_220_2_100.pdb,4dyl.cif.gz_A,0.7185
length_160_6_75.pdb,4cu5.cif.gz_D,0.6604
length_365_8_80.pdb,2mr6.cif.gz_MODEL_19_A,0.6776
length_460_4_65.pdb,7n6g.cif.gz_1T,0.6501
length_315_7_41.pdb,7u5y.cif.gz_D,0.7668
length_305_5_55.pdb,6k1w.cif.gz_A,0.6202
length_335_6_48.pdb,3lrx.cif.gz_C,0.6908
length_185_6_74.pdb,5sxk.cif.gz_B,0.5646
length_275_6_22.pdb,4xg8.cif.gz_A,0.9251
length_315_2_35.pdb,2h6r.cif.gz_A,0.7607
length_395_5_78.pdb,1f4m.cif.gz_C,0.8556
length_270_3_75.pdb,3sla.cif.gz_E,0.6437
length_265_8_38.pdb,3f43.cif.gz_A,0.6633
length_300_5_89.pdb,3srv.cif.gz_A,0.8581
length_500_0_20.pdb,6m3q.cif.gz_F,0.7057
length_430_0_17.pdb,1aep.cif.gz_A,0.5801
length_245_0_19.pdb,5q0m.cif.gz_A,0.7959
length_350_4_5.pdb,3fwz.cif.gz_B,0.6331
length_295_3_74.pdb,1qu7.cif.gz_B,0.6786
length_195_1_13.pdb,8fin.cif.gz_B,0.7814
length_325_0_14.pdb,3o0g.cif.gz_B,0.8972
length_490_2_49.pdb,6e7e.cif.gz_A,0.6752
length_310_7_8.pdb,6rg0.cif.gz_D,0.7646
length_420_5_26.pdb,7zp9.cif.gz_L,0.7687
length_320_5_11.pdb,3qll.cif.gz_A,0.7548
length_480_9_20.pdb,3lrx.cif.gz_C,0.7291
length_400_4_82.pdb,4tl3.cif.gz_A,0.4515
length_305_8_67.pdb,4ckw.cif.gz_A,0.7573
length_130_1_87.pdb,6vof.cif.gz_R,0.7181
length_360_7_80.pdb,4jut.cif.gz_G,0.5869
length_225_8_55.pdb,3msz.cif.gz_A,0.6379
length_320_2_26.pdb,7sge.cif.gz_B,0.638
length_360_1_66.pdb,4luj.cif.gz_B,0.7266
length_320_7_52.pdb,4n2y.cif.gz_A,0.7677
length_100_6_87.pdb,6ivl.cif.gz_C,0.7123
length_290_4_5.pdb,3i9w.cif.gz_A,0.5072
length_330_4_85.pdb,6oql.cif.gz_A,0.8317
length_360_6_11.pdb,3h36.cif.gz_A,0.7154
length_210_6_59.pdb,4m88.cif.gz_A,0.6655
length_175_9_30.pdb,7zs9.cif.gz_4,0.7068
length_470_4_32.pdb,5cwc.cif.gz_A,0.5508
length_370_5_66.pdb,3l6e.cif.gz_B,0.6855
length_365_1_2.pdb,2pq5.cif.gz_B,0.538
length_310_9_4.pdb,4zk2.cif.gz_A,0.5981
length_285_7_66.pdb,1pgv.cif.gz_A,0.5878
length_185_5_54.pdb,6lo8.cif.gz_A,0.6739
length_115_2_1.pdb,2z1c.cif.gz_C,0.5606
length_345_3_100.pdb,7uek.cif.gz_A,0.7712
length_170_7_13.pdb,1nxo.cif.gz_A,0.7638
length_120_5_87.pdb,1mb0.cif.gz_A,0.8842
length_255_2_47.pdb,1di0.cif.gz_C,0.6491
length_325_2_8.pdb,3jr2.cif.gz_A,0.6996
length_405_4_41.pdb,8e0l.cif.gz_C,0.5867
length_110_4_61.pdb,7qx9.cif.gz_A,0.8573
length_380_6_94.pdb,1mzh.cif.gz_B,0.6753
length_480_0_10.pdb,1xbz.cif.gz_B,0.6735
length_410_0_68.pdb,5x4b.cif.gz_B,0.6488
length_465_3_84.pdb,8fbj.cif.gz_A,0.5491
length_125_3_57.pdb,4flp.cif.gz_A,0.9816
length_235_3_24.pdb,6dhz.cif.gz_C,0.681
length_160_5_47.pdb,6vg7.cif.gz_MODEL_15_A,0.7362
length_110_6_25.pdb,6ynw.cif.gz_P,0.8243
length_180_9_93.pdb,8ju8.cif.gz_A,0.7423
length_270_5_99.pdb,4b94.cif.gz_C,0.6346
length_250_0_1.pdb,1yad.cif.gz_C,0.6983
length_180_1_80.pdb,4ckw.cif.gz_C,0.7179
length_135_9_57.pdb,4ncq.cif.gz_B,0.7613
length_495_8_88.pdb,6vq7.cif.gz_g,0.7073
length_245_1_85.pdb,3u80.cif.gz_B,0.7534
length_315_6_25.pdb,7ji4.cif.gz_A,0.6577
length_350_5_13.pdb,4l85.cif.gz_C,0.696
length_300_1_33.pdb,4jgg.cif.gz_B,0.6499
length_105_9_27.pdb,3uw9.cif.gz_A,0.9492
length_495_2_67.pdb,6w2w.cif.gz_A,0.5433
length_445_7_14.pdb,5cwl.cif.gz_B,0.768
length_245_8_55.pdb,6yqx.cif.gz_A,0.7869
length_265_0_21.pdb,3m2k.cif.gz_A,0.8469
length_305_4_63.pdb,7uek.cif.gz_A,0.7941
length_365_5_15.pdb,1nsj.cif.gz_A,0.7559
length_290_8_89.pdb,7ar7.cif.gz_K,0.7166
length_210_9_6.pdb,3omu.cif.gz_B,0.8977
length_385_2_71.pdb,3lp5.cif.gz_A,0.6489
length_105_4_71.pdb,4f9z.cif.gz_E,0.7854
length_430_6_67.pdb,7n6g.cif.gz_3I,0.6083
length_165_6_38.pdb,2w2u.cif.gz_A,0.6293
length_360_8_32.pdb,5cwc.cif.gz_A,0.5395
length_105_8_87.pdb,7vu4.cif.gz_A,0.7977
length_455_2_14.pdb,7u8r.cif.gz_h,0.6713
length_380_7_21.pdb,7s2m.cif.gz_A,0.649
length_300_0_39.pdb,1kjn.cif.gz_B,0.7524
length_330_3_71.pdb,5e19.cif.gz_B,0.5106
length_260_4_84.pdb,1vhb.cif.gz_A,0.5915
length_415_6_1.pdb,6zvt.cif.gz_A,0.8717
length_160_3_68.pdb,5in4.cif.gz_B,0.7454
length_195_2_10.pdb,3s29.cif.gz_A,0.656
length_270_0_76.pdb,1x0i.cif.gz_MODEL_2_1,0.7783
length_220_1_77.pdb,1wjg.cif.gz_A,0.6752
length_240_7_24.pdb,1di0.cif.gz_C,0.6103
length_165_8_98.pdb,6k8v.cif.gz_A,0.7848
length_395_4_78.pdb,2obx.cif.gz_G,0.6598
length_150_8_61.pdb,7oh2.cif.gz_B,0.5979
length_485_5_63.pdb,3vcr.cif.gz_B,0.611
length_120_1_13.pdb,2lgn.cif.gz_MODEL_1_A,0.6034
length_255_6_86.pdb,6e9x.cif.gz_C,0.7582
length_290_5_32.pdb,4d3q.cif.gz_B,0.8015
length_150_0_67.pdb,1zl8.cif.gz_MODEL_1_B,0.579
length_105_3_6.pdb,1t98.cif.gz_B,0.7094
length_490_5_3.pdb,7e16.cif.gz_B,0.4756
length_180_0_67.pdb,1cts.cif.gz_A,0.5179
length_355_2_36.pdb,7uek.cif.gz_A,0.8038
length_265_2_54.pdb,1so5.cif.gz_A,0.7898
length_110_9_37.pdb,6ffg.cif.gz_A,0.9888
length_205_6_56.pdb,4ycs.cif.gz_E,0.6676
length_165_4_29.pdb,4hwc.cif.gz_A,0.7102
length_305_2_59.pdb,2ftk.cif.gz_H,0.7603
length_330_8_48.pdb,5gaj.cif.gz_MODEL_17_A,0.6231
length_165_2_37.pdb,6su7.cif.gz_C,0.7446
length_305_7_78.pdb,7uek.cif.gz_A,0.759
length_350_3_29.pdb,2hyz.cif.gz_A,0.7805
length_160_7_67.pdb,2c08.cif.gz_A,0.6988
length_150_4_85.pdb,1u80.cif.gz_C,0.6455
length_130_4_1.pdb,1oub.cif.gz_A,0.9918
length_190_6_96.pdb,3k9i.cif.gz_A,0.5748
length_260_0_21.pdb,6c40.cif.gz_D,0.7475
length_420_3_11.pdb,5h78.cif.gz_B,0.6912
length_460_0_1.pdb,2ftu.cif.gz_MODEL_15_A,0.6713
length_280_5_22.pdb,6rm3.cif.gz_LCC,0.5574
length_355_8_56.pdb,3nbm.cif.gz_A,0.6808
length_175_8_12.pdb,4dzr.cif.gz_A,0.6465
length_350_2_30.pdb,1kjn.cif.gz_B,0.7313
length_325_6_2.pdb,7uek.cif.gz_A,0.6702
length_155_3_7.pdb,3kav.cif.gz_A,0.8572
length_295_4_3.pdb,3zmq.cif.gz_A,0.9681
length_420_8_1.pdb,7sge.cif.gz_B,0.624
length_395_7_25.pdb,3pby.cif.gz_B,0.6926
length_460_6_38.pdb,8e0m.cif.gz_G,0.5991
length_435_4_77.pdb,6yqy.cif.gz_A,0.7242
length_335_8_5.pdb,3fyq.cif.gz_A,0.5711
length_490_1_85.pdb,2n8w.cif.gz_MODEL_6_A,0.6845
length_320_9_14.pdb,1ub3.cif.gz_B,0.7762
length_240_8_6.pdb,5gqs.cif.gz_MODEL_3_A,0.7061
length_215_6_64.pdb,1u0s.cif.gz_Y,0.7611
length_190_3_95.pdb,3lyu.cif.gz_A,0.7144
length_310_5_95.pdb,2n8i.cif.gz_MODEL_11_A,0.6135
length_290_7_46.pdb,2x7f.cif.gz_D,0.9123
length_425_3_45.pdb,7p76.cif.gz_L,0.6813
length_455_0_72.pdb,2agk.cif.gz_A,0.5846
length_265_7_10.pdb,1kjn.cif.gz_B,0.6419
length_115_5_80.pdb,4qc1.cif.gz_B,0.9708
length_400_9_56.pdb,5cwm.cif.gz_A,0.5744
length_300_3_89.pdb,2eis.cif.gz_B,0.569
length_120_3_32.pdb,5or8.cif.gz_A,0.8233
length_480_7_34.pdb,4v6b.cif.gz_BI,0.5743
length_140_7_37.pdb,5cwl.cif.gz_B,0.8339
length_135_8_87.pdb,6vg7.cif.gz_MODEL_15_A,0.7954
length_435_1_11.pdb,6xr2.cif.gz_F,0.705
length_290_2_8.pdb,5aad.cif.gz_A,0.9223
length_395_2_16.pdb,3lrx.cif.gz_A,0.6896
length_225_3_72.pdb,4nqi.cif.gz_D,0.7545
length_190_5_33.pdb,7b0u.cif.gz_F,0.713
length_255_0_17.pdb,1rh9.cif.gz_A,0.7386
length_285_3_85.pdb,3psk.cif.gz_C,0.6279
length_125_2_78.pdb,5s9p.cif.gz_A,0.987
length_295_5_45.pdb,3n59.cif.gz_X,0.6556
length_210_4_67.pdb,7t8n.cif.gz_BBB,0.7734
length_435_0_49.pdb,2egz.cif.gz_A,0.713
length_450_8_33.pdb,6z10.cif.gz_A,0.5532
length_240_5_99.pdb,1wu0.cif.gz_MODEL_5_A,0.8068
length_130_8_38.pdb,2oax.cif.gz_B,0.522
length_195_7_70.pdb,6vg7.cif.gz_MODEL_15_A,0.7947
length_145_8_14.pdb,4twu.cif.gz_A,0.8214
length_130_3_14.pdb,1uqr.cif.gz_F,0.6818
length_110_1_88.pdb,6fff.cif.gz_A,0.9893
length_270_2_99.pdb,4lda.cif.gz_G,0.7258
length_365_3_83.pdb,3lty.cif.gz_B,0.7859
length_215_3_34.pdb,4qyw.cif.gz_A,0.6378
length_135_0_6.pdb,5h7c.cif.gz_C,0.7082
length_205_1_20.pdb,3oet.cif.gz_H,0.6271
length_235_1_57.pdb,7mcd.cif.gz_B,0.7252
length_330_7_8.pdb,6yqx.cif.gz_A,0.8022
length_445_2_45.pdb,5kk2.cif.gz_F,0.7346
length_430_2_69.pdb,4isc.cif.gz_A,0.7348
length_355_5_47.pdb,6gaq.cif.gz_B,0.6546
length_185_7_98.pdb,3eod.cif.gz_A,0.7962
length_280_4_58.pdb,4mld.cif.gz_C,0.6559
length_205_9_26.pdb,1kjn.cif.gz_B,0.6107
length_150_6_38.pdb,4ke2.cif.gz_B,0.8127
length_140_2_32.pdb,2m8x.cif.gz_MODEL_6_A,0.6119
length_115_6_63.pdb,4qc1.cif.gz_B,0.9816
length_225_4_26.pdb,1swg.cif.gz_B,0.5288
length_310_4_32.pdb,3lhp.cif.gz_S,0.7206
length_155_1_100.pdb,5hpn.cif.gz_B,0.6295
length_425_4_56.pdb,4n2y.cif.gz_A,0.6738
length_440_5_51.pdb,7uek.cif.gz_A,0.7205
length_135_4_52.pdb,2f0l.cif.gz_A,0.986
length_245_2_72.pdb,4v0k.cif.gz_A,0.7141
length_105_0_95.pdb,2n52.cif.gz_MODEL_8_A,0.5563
length_315_0_59.pdb,7mcd.cif.gz_B,0.7478
length_460_3_82.pdb,6qxa.cif.gz_D,0.5686
length_160_2_52.pdb,3ql0.cif.gz_A,0.9433
length_315_9_24.pdb,3exs.cif.gz_C,0.805
length_375_2_9.pdb,3gxh.cif.gz_B,0.5809
length_200_4_62.pdb,8ju8.cif.gz_A,0.6985
length_400_1_66.pdb,2rbg.cif.gz_B,0.6814
length_105_6_26.pdb,2pen.cif.gz_B,0.762
length_285_0_33.pdb,2n75.cif.gz_MODEL_6_A,0.7147
length_125_4_45.pdb,7fh2.cif.gz_A,0.9531
length_370_7_47.pdb,6sqw.cif.gz_A,0.5786
length_110_7_29.pdb,6dg6.cif.gz_F,0.8783
length_275_0_1.pdb,4eny.cif.gz_A,0.9259
length_260_5_46.pdb,7o25.cif.gz_A,0.6912
length_320_0_94.pdb,7uek.cif.gz_A,0.8174
length_120_7_92.pdb,3guc.cif.gz_B,0.7082
length_225_9_72.pdb,7qsp.cif.gz_A,0.6644
length_335_1_64.pdb,6m3p.cif.gz_B,0.7162
length_260_9_83.pdb,8ju8.cif.gz_A,0.6803
length_275_2_31.pdb,3zfx.cif.gz_C,0.9174
length_480_5_72.pdb,6yef.cif.gz_k,0.4933
length_205_4_27.pdb,1ccw.cif.gz_C,0.7475
length_415_9_75.pdb,5cw8.cif.gz_B,0.535
length_385_5_66.pdb,7smj.cif.gz_A,0.6683
length_135_3_44.pdb,8guo.cif.gz_B,0.562
length_245_5_64.pdb,8bh1.cif.gz_B,0.7878
length_250_8_37.pdb,3mc3.cif.gz_A,0.5823
length_470_9_49.pdb,3n8n.cif.gz_N,0.671
length_430_9_63.pdb,3kts.cif.gz_E,0.689
length_190_1_94.pdb,1kjn.cif.gz_B,0.6672
length_330_6_37.pdb,2rld.cif.gz_A,0.6526
length_280_2_72.pdb,2mr6.cif.gz_MODEL_19_A,0.5915
length_380_8_22.pdb,7uek.cif.gz_A,0.7424
length_135_2_78.pdb,5ioc.cif.gz_A,0.9865
length_175_4_9.pdb,2lv8.cif.gz_MODEL_15_A,0.6035
length_385_8_53.pdb,1xbv.cif.gz_A,0.6992
length_200_5_92.pdb,5n2c.cif.gz_C,0.4961
length_315_3_15.pdb,5jh1.cif.gz_A,0.7482
length_100_9_40.pdb,2lv8.cif.gz_MODEL_15_A,0.7844
length_155_2_27.pdb,3fyf.cif.gz_B,0.69
length_145_6_78.pdb,6czi.cif.gz_B,0.6398
length_275_7_4.pdb,4zs0.cif.gz_A,0.9168
length_415_3_77.pdb,4n2y.cif.gz_C,0.7666
length_435_2_81.pdb,3qpy.cif.gz_D,0.6973
length_150_9_5.pdb,1kjk.cif.gz_MODEL_24_A,0.5649
length_375_8_26.pdb,2ocz.cif.gz_A,0.7113
length_120_6_43.pdb,4d6x.cif.gz_D,0.8656
length_180_7_7.pdb,2efh.cif.gz_D,0.8775
length_495_6_93.pdb,2lqg.cif.gz_MODEL_18_A,0.6374
length_310_1_98.pdb,3s5p.cif.gz_B,0.6559
length_410_5_4.pdb,7zn0.cif.gz_B,0.6108
length_125_6_67.pdb,4flp.cif.gz_B,0.9552
length_185_0_76.pdb,2lrh.cif.gz_MODEL_8_A,0.6931
length_405_6_13.pdb,4gfs.cif.gz_B,0.6797
length_250_4_81.pdb,7ajt.cif.gz_UT,0.7126
length_490_9_79.pdb,5k7v.cif.gz_A,0.6296
length_465_7_8.pdb,4cdz.cif.gz_A,0.5964
length_285_1_83.pdb,7ji4.cif.gz_A,0.6666
length_480_2_45.pdb,7unf.cif.gz_7,0.6127
length_410_6_43.pdb,8i6q.cif.gz_A,0.6771
length_425_9_73.pdb,6lfb.cif.gz_A,0.6192
length_305_1_65.pdb,3a1f.cif.gz_A,0.6672
length_125_1_74.pdb,4l8i.cif.gz_B,0.8383
length_430_8_29.pdb,5cwj.cif.gz_A,0.6465
length_125_7_38.pdb,4flp.cif.gz_B,0.9871
length_245_4_29.pdb,6ziv.cif.gz_HHH,0.7695
length_340_8_44.pdb,3sla.cif.gz_E,0.7983
length_410_9_72.pdb,3can.cif.gz_A,0.6966
length_230_3_75.pdb,6e9x.cif.gz_C,0.6507
length_250_7_22.pdb,1rh9.cif.gz_A,0.763
length_110_3_71.pdb,4qc1.cif.gz_B,0.9337
length_205_3_26.pdb,4myr.cif.gz_A,0.7965
length_365_7_64.pdb,2lv8.cif.gz_MODEL_15_A,0.6865
length_400_3_75.pdb,5cwi.cif.gz_A,0.6124
length_175_5_8.pdb,4dkx.cif.gz_A,0.8928
length_220_7_87.pdb,2fic.cif.gz_A,0.6529
length_240_3_85.pdb,3fni.cif.gz_A,0.5721
length_395_1_9.pdb,2rfl.cif.gz_D,0.4832
length_225_2_28.pdb,8ail.cif.gz_F,0.6089
length_450_2_73.pdb,7uwa.cif.gz_j,0.7089
length_135_1_64.pdb,3jsq.cif.gz_A,0.9584
length_305_3_34.pdb,7kbq.cif.gz_MODEL_7_A,0.6822
length_350_6_19.pdb,6w6x.cif.gz_A,0.7242
length_390_1_3.pdb,3f4m.cif.gz_A,0.5448
length_170_5_65.pdb,5kev.cif.gz_B,0.5742
length_150_2_27.pdb,7ji4.cif.gz_A,0.6833
length_250_9_68.pdb,5g4e.cif.gz_B,0.815
length_375_0_43.pdb,4o8r.cif.gz_I,0.6952
length_235_0_29.pdb,2esr.cif.gz_B,0.6874
length_495_3_91.pdb,7uek.cif.gz_A,0.6798
length_480_8_89.pdb,1xi3.cif.gz_B,0.6884
length_305_9_36.pdb,7uek.cif.gz_A,0.7704
length_145_4_4.pdb,2gr8.cif.gz_B,0.689
length_355_4_39.pdb,1mvo.cif.gz_A,0.7168
length_230_9_88.pdb,6t15.cif.gz_m,0.7251
length_445_5_25.pdb,2nw0.cif.gz_B,0.603
length_230_4_35.pdb,2ift.cif.gz_B,0.6487
length_170_0_33.pdb,4wa7.cif.gz_A,0.9255
length_370_2_14.pdb,4uos.cif.gz_A,0.7883
length_110_8_38.pdb,2vyy.cif.gz_A,0.919
length_215_9_43.pdb,2zth.cif.gz_A,0.8992
length_455_5_42.pdb,8gw8.cif.gz_R,0.5917
length_160_8_62.pdb,2dd4.cif.gz_H,0.6242
length_165_7_25.pdb,7dgy.cif.gz_A,0.8139
length_295_1_92.pdb,7ji4.cif.gz_A,0.6383
length_285_5_67.pdb,8dpb.cif.gz_C,0.6271
length_235_4_16.pdb,3ash.cif.gz_B,0.5445
length_490_7_75.pdb,5qum.cif.gz_B,0.6369
length_400_2_79.pdb,2l82.cif.gz_MODEL_11_A,0.6645
length_345_5_30.pdb,4v75.cif.gz_AO,0.5538
length_205_0_84.pdb,4il7.cif.gz_A,0.5942
length_225_7_39.pdb,4gyc.cif.gz_A,0.7658
length_255_7_31.pdb,3ajx.cif.gz_A,0.7817
length_280_6_1.pdb,6e9r.cif.gz_B,0.529
length_165_0_55.pdb,4xvh.cif.gz_A,0.6204
length_420_1_74.pdb,5im5.cif.gz_K,0.563
length_330_5_49.pdb,6vzk.cif.gz_A,0.8891
length_260_1_29.pdb,4ycs.cif.gz_E,0.5775
length_500_6_71.pdb,4h3d.cif.gz_D,0.6434
length_215_2_68.pdb,5wd9.cif.gz_A,0.6462
length_370_9_38.pdb,3lrx.cif.gz_C,0.6416
length_190_7_99.pdb,2za4.cif.gz_D,0.6366
length_380_2_74.pdb,6tz5.cif.gz_AA,0.636
length_175_0_50.pdb,6e9r.cif.gz_B,0.735
length_265_5_57.pdb,5dr2.cif.gz_A,0.9331
length_380_0_100.pdb,1lol.cif.gz_A,0.7295
length_135_7_2.pdb,6u0x.cif.gz_A,0.985
length_460_1_2.pdb,7n6g.cif.gz_3I,0.7121
