PDB_Name,PDB_ID,Max_PDB_TM
length_365_6_67.pdb,7smj.cif.gz_A,0.7144
length_105_6_1.pdb,5or8.cif.gz_A,0.9808
length_310_9_85.pdb,4ilo.cif.gz_B,0.7821
length_140_7_6.pdb,6brb.cif.gz_D,0.7135
length_435_6_60.pdb,6kki.cif.gz_A,0.6709
length_420_0_100.pdb,8e12.cif.gz_A,0.6247
length_245_2_7.pdb,5iy2.cif.gz_B,0.9631
length_195_8_23.pdb,3lhn.cif.gz_B,0.6192
length_360_8_44.pdb,7u8r.cif.gz_h,0.6618
length_245_5_20.pdb,3dgf.cif.gz_C,0.7877
length_200_5_29.pdb,7bxo.cif.gz_C,0.5743
length_150_3_91.pdb,6xz3.cif.gz_A,0.8371
length_500_9_42.pdb,5j0l.cif.gz_B,0.6865
length_420_1_76.pdb,8fin.cif.gz_B,0.6967
length_315_2_87.pdb,2pdc.cif.gz_A,0.9632
length_315_3_43.pdb,4wdx.cif.gz_A,0.9256
length_450_0_45.pdb,7n6g.cif.gz_3I,0.6818
length_190_5_67.pdb,6vgb.cif.gz_MODEL_15_A,0.7599
length_200_4_47.pdb,6ekh.cif.gz_Y,0.7686
length_425_2_7.pdb,4ovx.cif.gz_A,0.6124
length_375_8_25.pdb,7uek.cif.gz_A,0.7841
length_295_8_40.pdb,7vdr.cif.gz_B,0.9072
length_320_8_29.pdb,5a43.cif.gz_A,0.5314
length_255_1_38.pdb,5tpi.cif.gz_A,0.79
length_175_4_48.pdb,3cg4.cif.gz_A,0.7632
length_285_7_74.pdb,5j5k.cif.gz_A,0.5736
length_260_8_43.pdb,4hwh.cif.gz_A,0.6888
length_415_4_44.pdb,4jgg.cif.gz_B,0.6091
length_150_5_30.pdb,2jcp.cif.gz_A,0.9641
length_255_7_74.pdb,7l22.cif.gz_A,0.7932
length_265_4_69.pdb,1jv6.cif.gz_A,0.8885
length_115_3_27.pdb,7qz0.cif.gz_A,0.9808
length_155_0_98.pdb,7rrm.cif.gz_B,0.7737
length_315_1_55.pdb,3zx6.cif.gz_B,0.713
length_365_4_83.pdb,5cwi.cif.gz_A,0.6
length_500_0_87.pdb,6w2v.cif.gz_B,0.6201
length_360_2_13.pdb,7lv4.cif.gz_A,0.7
length_330_0_78.pdb,1h4l.cif.gz_B,0.9154
length_140_1_97.pdb,5h7c.cif.gz_C,0.7498
length_485_7_51.pdb,5woz.cif.gz_MODEL_7_A,0.7307
length_445_4_86.pdb,3ru6.cif.gz_B,0.7351
length_335_8_3.pdb,7uek.cif.gz_A,0.6776
length_215_3_11.pdb,5im4.cif.gz_h,0.7525
length_160_4_6.pdb,2lrh.cif.gz_MODEL_8_A,0.7014
length_415_9_71.pdb,8ju8.cif.gz_A,0.6524
length_250_0_27.pdb,6lit.cif.gz_B,0.8814
length_485_5_52.pdb,1aep.cif.gz_A,0.6589
length_160_2_37.pdb,3ql0.cif.gz_A,0.9874
length_360_5_64.pdb,5cwb.cif.gz_A,0.7187
length_220_6_31.pdb,1l1s.cif.gz_A,0.6299
length_130_9_74.pdb,1ip3.cif.gz_B,0.9915
length_240_8_71.pdb,5ahw.cif.gz_D,0.6718
length_140_9_29.pdb,6cfe.cif.gz_A,0.8857
length_235_3_40.pdb,2wmg.cif.gz_A,0.6413
length_205_5_29.pdb,1iur.cif.gz_MODEL_3_A,0.7181
length_445_1_1.pdb,6db1.cif.gz_B,0.8057
length_120_0_82.pdb,1q5t.cif.gz_B,0.7752
length_200_6_67.pdb,5gaj.cif.gz_MODEL_17_A,0.7049
length_220_1_70.pdb,3qtg.cif.gz_B,0.7844
length_330_9_34.pdb,4ons.cif.gz_A,0.7756
length_225_2_93.pdb,3i09.cif.gz_B,0.6909
length_400_9_74.pdb,7u8r.cif.gz_h,0.7376
length_290_5_9.pdb,3w18.cif.gz_A,0.9436
length_475_2_74.pdb,7ank.cif.gz_A,0.5661
length_200_8_6.pdb,8e0m.cif.gz_E,0.7246
length_445_8_41.pdb,2lrl.cif.gz_MODEL_5_A,0.6478
length_235_4_62.pdb,3qqw.cif.gz_E,0.5862
length_310_6_37.pdb,3cqi.cif.gz_B,0.7079
length_120_4_32.pdb,6uak.cif.gz_A,0.559
length_100_6_51.pdb,6v67.cif.gz_A,0.6737
length_420_6_88.pdb,5v6p.cif.gz_B,0.5517
length_195_6_9.pdb,6nfr.cif.gz_A,0.5937
length_225_8_91.pdb,4ke2.cif.gz_B,0.7264
length_150_6_79.pdb,1olp.cif.gz_C,0.4672
length_430_9_16.pdb,6kkj.cif.gz_B,0.8566
length_285_8_34.pdb,4lda.cif.gz_G,0.7324
length_300_4_8.pdb,3pj3.cif.gz_A,0.9562
length_385_7_42.pdb,1klz.cif.gz_A,0.7455
length_165_0_61.pdb,5lnc.cif.gz_A,0.7733
length_405_0_1.pdb,8fin.cif.gz_B,0.6761
length_135_4_41.pdb,3lua.cif.gz_A,0.8357
length_120_9_12.pdb,2a9p.cif.gz_A,0.9715
length_295_3_2.pdb,3gxh.cif.gz_B,0.7558
length_275_5_66.pdb,6hm7.cif.gz_A,0.9488
length_280_8_45.pdb,7n9g.cif.gz_B,0.9577
length_160_5_36.pdb,6xve.cif.gz_A,0.8797
length_455_2_54.pdb,7pu4.cif.gz_C,0.7288
length_260_2_70.pdb,7cwq.cif.gz_B,0.8041
length_120_6_89.pdb,5omn.cif.gz_C,0.9062
length_300_0_86.pdb,3miy.cif.gz_B,0.9394
length_295_0_30.pdb,4zs0.cif.gz_A,0.9526
length_275_0_15.pdb,3qgy.cif.gz_B,0.9582
length_160_9_95.pdb,2rbg.cif.gz_B,0.7184
length_155_5_65.pdb,4okv.cif.gz_E,0.6692
length_350_8_50.pdb,3mpa.cif.gz_A,0.9715
length_125_3_73.pdb,3gg3.cif.gz_B,0.9236
length_175_0_23.pdb,6zl3.cif.gz_A,0.9313
length_440_7_14.pdb,1aep.cif.gz_A,0.6066
length_345_3_3.pdb,7zp9.cif.gz_L,0.7339
length_160_8_51.pdb,8dt1.cif.gz_A,0.8127
length_445_7_65.pdb,7jh5.cif.gz_A,0.522
length_435_1_26.pdb,2gsl.cif.gz_C,0.5223
length_435_7_92.pdb,1vcv.cif.gz_B,0.6813
length_425_3_98.pdb,5fig.cif.gz_F,0.6592
length_275_2_16.pdb,5hu3.cif.gz_A,0.9276
length_365_3_28.pdb,4lui.cif.gz_A,0.8102
length_455_3_68.pdb,5dbt.cif.gz_D,0.6819
length_410_8_90.pdb,4gcn.cif.gz_B,0.7064
length_445_5_43.pdb,8fin.cif.gz_B,0.7019
length_230_5_18.pdb,2rld.cif.gz_A,0.7619
length_280_4_96.pdb,5ahw.cif.gz_E,0.6792
length_220_4_66.pdb,6h8y.cif.gz_A,0.9516
length_375_0_88.pdb,6k1x.cif.gz_A,0.611
length_145_2_27.pdb,4ke2.cif.gz_B,0.7913
length_205_6_21.pdb,1ko1.cif.gz_B,0.7584
length_300_3_63.pdb,5lmb.cif.gz_B,0.9442
length_350_7_16.pdb,5n63.cif.gz_A,0.9797
length_340_5_57.pdb,6e9x.cif.gz_C,0.7549
length_490_5_67.pdb,8j07.cif.gz_1,0.6764
length_390_8_7.pdb,1l1s.cif.gz_A,0.7279
length_325_4_50.pdb,8fih.cif.gz_C,0.683
length_220_9_53.pdb,6kfq.cif.gz_A,0.8534
length_285_0_50.pdb,4byi.cif.gz_A,0.9683
length_180_8_51.pdb,5ddt.cif.gz_B,0.626
length_290_8_77.pdb,2o2g.cif.gz_A,0.7636
length_435_4_22.pdb,4o93.cif.gz_A,0.6533
length_385_9_38.pdb,3wk3.cif.gz_A,0.6471
length_495_2_33.pdb,8e0o.cif.gz_C,0.6535
length_310_3_73.pdb,5nr4.cif.gz_A,0.6853
length_275_8_76.pdb,4lm5.cif.gz_A,0.9778
length_405_1_74.pdb,8e0l.cif.gz_C,0.6446
length_300_1_67.pdb,4b0g.cif.gz_A,0.9244
length_130_3_37.pdb,1jkb.cif.gz_A,0.9891
length_315_6_71.pdb,5jh2.cif.gz_A,0.9424
length_105_3_63.pdb,2o7k.cif.gz_A,0.9157
length_470_7_14.pdb,8btk.cif.gz_TC,0.5281
length_150_2_13.pdb,2jcp.cif.gz_A,0.9777
length_280_2_9.pdb,4pcv.cif.gz_A,0.6972
length_165_8_57.pdb,2fb0.cif.gz_A,0.6069
length_485_0_20.pdb,1fsp.cif.gz_MODEL_19_A,0.7206
length_475_5_26.pdb,6n4n.cif.gz_C,0.4418
length_445_0_25.pdb,2l7n.cif.gz_MODEL_2_A,0.5604
length_255_8_51.pdb,5ub7.cif.gz_A,0.7573
length_285_2_3.pdb,4zs0.cif.gz_A,0.9486
length_120_5_79.pdb,6vof.cif.gz_S,0.7594
length_445_6_7.pdb,7s2m.cif.gz_C,0.6943
length_460_9_1.pdb,6rxt.cif.gz_Ci,0.5496
length_295_9_85.pdb,2qjw.cif.gz_C,0.7898
length_250_7_44.pdb,5ctm.cif.gz_B,0.8233
length_415_7_97.pdb,1tq8.cif.gz_F,0.6827
length_265_8_74.pdb,6w2z.cif.gz_A,0.9356
length_255_6_100.pdb,4l85.cif.gz_A,0.6259
length_150_7_27.pdb,6vg7.cif.gz_MODEL_15_A,0.6513
length_390_1_58.pdb,3lrx.cif.gz_F,0.7322
length_105_9_34.pdb,4zql.cif.gz_B,0.9426
length_260_5_62.pdb,2pyy.cif.gz_A,0.7706
length_155_4_69.pdb,2q3q.cif.gz_MODEL_6_B,0.8293
length_220_2_6.pdb,4c4s.cif.gz_A,0.9267
length_150_1_94.pdb,2qv0.cif.gz_B,0.7915
length_245_8_41.pdb,5iy2.cif.gz_B,0.9629
length_340_4_79.pdb,3t6g.cif.gz_D,0.5868
length_135_9_44.pdb,7rr8.cif.gz_C,0.6189
length_190_9_2.pdb,2d98.cif.gz_A,0.9505
length_425_6_23.pdb,1mvo.cif.gz_A,0.7179
length_205_2_83.pdb,6vgb.cif.gz_MODEL_15_A,0.6725
length_235_1_61.pdb,4h60.cif.gz_A,0.7024
length_475_8_14.pdb,7lo7.cif.gz_Z,0.7962
length_385_2_30.pdb,6xr1.cif.gz_A,0.5392
length_295_5_45.pdb,7xrh.cif.gz_B,0.7351
length_150_0_34.pdb,7e90.cif.gz_B,0.8187
length_495_5_67.pdb,6pyu.cif.gz_B,0.7105
length_175_2_21.pdb,1z08.cif.gz_B,0.9229
length_185_5_64.pdb,1xnc.cif.gz_A,0.9608
length_280_7_27.pdb,1srr.cif.gz_A,0.7221
length_185_9_38.pdb,6vg7.cif.gz_MODEL_15_A,0.7973
length_140_5_57.pdb,8f2u.cif.gz_F,0.6179
length_415_6_37.pdb,7n6g.cif.gz_3H,0.6965
length_350_9_38.pdb,3p4k.cif.gz_A,0.9808
length_335_1_42.pdb,7ji4.cif.gz_A,0.732
length_115_2_39.pdb,7qz0.cif.gz_A,0.9785
length_100_9_21.pdb,5y32.cif.gz_A,0.7863
length_210_6_36.pdb,3i9y.cif.gz_A,0.574
length_350_3_82.pdb,1los.cif.gz_C,0.743
length_335_9_3.pdb,6vzk.cif.gz_A,0.9303
length_335_4_31.pdb,7uek.cif.gz_A,0.762
length_125_1_89.pdb,5s9p.cif.gz_A,0.9882
length_310_4_60.pdb,3qh2.cif.gz_D,0.7884
length_170_2_45.pdb,4m1s.cif.gz_C,0.952
length_120_3_44.pdb,4yy4.cif.gz_A,0.9347
length_280_1_86.pdb,2f6f.cif.gz_A,0.9922
length_425_8_58.pdb,7cub.cif.gz_C,0.6137
length_345_6_85.pdb,1ub3.cif.gz_B,0.6881
length_435_3_36.pdb,6d33.cif.gz_F,0.6373
length_330_3_25.pdb,2r7i.cif.gz_B,0.923
length_370_5_11.pdb,2pju.cif.gz_B,0.6756
length_480_5_13.pdb,5xsd.cif.gz_L,0.8192
length_355_0_73.pdb,3mvm.cif.gz_B,0.9545
length_125_4_42.pdb,4flp.cif.gz_B,0.9864
length_395_7_14.pdb,7m5t.cif.gz_MODEL_9_A,0.7638
length_375_2_42.pdb,1so3.cif.gz_A,0.7003
length_420_7_1.pdb,8bgw.cif.gz_A,0.6467
length_375_1_82.pdb,1aep.cif.gz_A,0.5586
length_210_3_50.pdb,3n2e.cif.gz_C,0.7652
length_330_7_92.pdb,7uek.cif.gz_A,0.7787
length_340_1_84.pdb,2g2q.cif.gz_A,0.5475
length_220_3_14.pdb,7tz7.cif.gz_B,0.6179
length_130_6_46.pdb,3zvq.cif.gz_A,0.9885
length_130_5_3.pdb,1tdy.cif.gz_A,0.9923
length_175_5_77.pdb,5y60.cif.gz_Q,0.611
length_235_0_2.pdb,5ahw.cif.gz_E,0.6104
length_140_0_57.pdb,1qwd.cif.gz_B,0.5783
length_340_2_25.pdb,1h4l.cif.gz_B,0.9244
length_115_7_39.pdb,4qc1.cif.gz_B,0.9767
length_255_5_74.pdb,4s3j.cif.gz_C,0.686
length_115_1_27.pdb,4qc1.cif.gz_B,0.9796
length_340_8_98.pdb,1h4l.cif.gz_B,0.8403
length_395_2_53.pdb,5g4e.cif.gz_B,0.7204
length_220_8_95.pdb,5ahw.cif.gz_E,0.6604
length_410_1_17.pdb,8f6d.cif.gz_F,0.6565
length_325_2_19.pdb,7uek.cif.gz_A,0.8028
length_400_3_4.pdb,6egc.cif.gz_A,0.6187
length_485_2_21.pdb,2lrl.cif.gz_MODEL_13_A,0.7078
length_165_9_69.pdb,1gqo.cif.gz_N,0.7105
length_225_4_8.pdb,6tv5.cif.gz_MODEL_20_B,0.5593
length_125_6_27.pdb,2wp2.cif.gz_B,0.986
length_175_1_38.pdb,2gjs.cif.gz_B,0.9115
length_390_5_55.pdb,2lfd.cif.gz_MODEL_10_A,0.6729
length_185_7_54.pdb,2l2m.cif.gz_MODEL_2_A,0.6381
length_450_5_67.pdb,1wiy.cif.gz_B,0.8181
length_395_4_58.pdb,3lrx.cif.gz_C,0.8009
length_305_4_75.pdb,3lrx.cif.gz_A,0.6747
length_240_7_51.pdb,2lnd.cif.gz_MODEL_18_A,0.6327
length_390_2_62.pdb,5d3f.cif.gz_A,0.6445
length_305_8_29.pdb,2gx6.cif.gz_A,0.766
length_255_0_12.pdb,8ju8.cif.gz_A,0.7297
length_365_0_25.pdb,4c7m.cif.gz_C,0.7247
length_325_6_44.pdb,6yue.cif.gz_A,0.6854
length_325_3_30.pdb,8dt0.cif.gz_A,0.7003
length_475_1_93.pdb,1y2o.cif.gz_B,0.7129
length_230_2_80.pdb,2lrh.cif.gz_MODEL_8_A,0.7052
length_285_9_68.pdb,4hi0.cif.gz_F,0.7445
length_465_0_47.pdb,3dxn.cif.gz_A,0.8987
length_380_0_24.pdb,1zpt.cif.gz_C,0.4473
length_135_3_8.pdb,7nrw.cif.gz_A,0.9736
length_200_9_71.pdb,6b85.cif.gz_A,0.6615
length_395_5_31.pdb,8e0m.cif.gz_G,0.6431
length_465_7_65.pdb,7smj.cif.gz_A,0.5858
length_190_8_56.pdb,4uc3.cif.gz_B,0.7518
length_105_2_48.pdb,1c2y.cif.gz_A,0.7948
length_105_4_56.pdb,7c3f.cif.gz_W,0.9436
length_500_6_22.pdb,1h6g.cif.gz_A,0.5164
length_430_6_40.pdb,1mzh.cif.gz_B,0.7125
length_265_2_66.pdb,3qhy.cif.gz_A,0.9178
length_500_3_56.pdb,6zbt.cif.gz_C,0.5708
length_335_3_72.pdb,6e9x.cif.gz_C,0.5773
length_355_6_85.pdb,6hrm.cif.gz_y,0.7104
length_195_5_24.pdb,3cfi.cif.gz_A,0.6736
length_295_7_16.pdb,2qjw.cif.gz_C,0.8007
length_350_5_34.pdb,4e5b.cif.gz_A,0.9449
length_110_8_100.pdb,2wp1.cif.gz_A,0.9786
length_345_5_6.pdb,3lrx.cif.gz_F,0.7444
length_290_2_46.pdb,1u46.cif.gz_A,0.9255
length_310_0_6.pdb,5f3q.cif.gz_B,0.5916
length_155_7_30.pdb,1z2d.cif.gz_MODEL_14_A,0.7946
length_165_7_47.pdb,7km7.cif.gz_A,0.8988
length_400_1_71.pdb,5xfl.cif.gz_A,0.7654
length_345_7_56.pdb,2pno.cif.gz_I,0.6268
length_130_2_3.pdb,1ip3.cif.gz_B,0.9909
length_270_8_26.pdb,2qzj.cif.gz_E,0.7512
